"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id","country_id:id"
"cep_79612300","l10n_br_base.br_ms","79612300","Trinta e Seis","Rua","Vila Piloto","l10n_br_base.city_5175","base.br"
"cep_79601002","l10n_br_base.br_ms","79601002","Antônio Trajano","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79602002","l10n_br_base.br_ms","79602002","Doutor Eloy Chaves","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79601172","l10n_br_base.br_ms","79601172","Tropical","Travessa","Lapa","l10n_br_base.city_5175","base.br"
"cep_79601180","l10n_br_base.br_ms","79601180","Bernardino Rodrigues Montalvão","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601190","l10n_br_base.br_ms","79601190","Coronel Augusto Corrêa da Costa","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601200","l10n_br_base.br_ms","79601200","Manoel Ferreira da Rocha","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601220","l10n_br_base.br_ms","79601220","José Amílcar Congro Bastos","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79602060","l10n_br_base.br_ms","79602060","Barão do Rio Branco","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79602071","l10n_br_base.br_ms","79602071","Capitão Olinto Mancini","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79601150","l10n_br_base.br_ms","79601150","Eurídice Chagas Cruz","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601141","l10n_br_base.br_ms","79601141","Miguel Amado","Travessa","Lapa","l10n_br_base.city_5175","base.br"
"cep_79602010","l10n_br_base.br_ms","79602010","Generoso de Siqueira","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79602011","l10n_br_base.br_ms","79602011","Generoso de Siqueira","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79602020","l10n_br_base.br_ms","79602020","Mário Elviro Mancine","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79602021","l10n_br_base.br_ms","79602021","Mário Elviro Mancine","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79602030","l10n_br_base.br_ms","79602030","Paranaíba","Rua","Centro","l10n_br_base.city_5175","base.br"
