id,name,code,description,legal_ref
tax_110821402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110821402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110821501,Exportação de serviços,110821501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110821502,Valores recebidos por atos cooperativos com opção à alíquota zero,110821502,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_110821611,Curva de juros futuros da taxa DI - Mercado interno,110821611,"Classificar nesse código o valor total das taxas DI aplicadas às operações de antecipação de recebíveis, de acordo com o prazo do desconto aplicado a cada operação realizada com clientes nacionais. Trata-se de uma rubrica extracontábil, apenas para informação do valor total mensal a ser deduzido da base de cálculo dessas operações. Para tanto, deve ser incluída no evento do Plano de Contas e no Balancete Contábil-Fiscal uma rubrica com algarismos 9 (nove), tantos quantos forem necessários para a máscara do plano de contas interno usado pela empresa.","LC 214/2025 Art. 219, § 1º"
tax_110821612,"Perdas incorridas no recebimento de créditos, concessão de descontos - Mercado interno",110821612,"Classificar nesse código as rubricas contábeis onde estão registradas as perdas no recebimento de créditos, na cessão de créditos ou na concessão de descontos, em operações do mercado interno.","LC 214/2025 Art. 219, § 2º"
tax_110822101,Rendimentos auferidos nas contas de pagamento,110822101,Classificar nesse código as rubricas contábeis representativas das receitas financeiras auferidas em decorrência da aplicação de recursos em contas de pagamento.,"LC 214/2025 Art. 214, § 5º"
tax_110822401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110822401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110822402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110822402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110822501,Exportação de serviços,110822501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110822502,Valores recebidos por atos cooperativos com opção à alíquota zero,110822502,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_110822621,Valores pagos como remuneração das contas de pagamento,110822621,Classificar nesse código as rubricas contábeis representativas dos valore pagos aos titulares das contas de pagamento como remuneração pelo valor aplicado.,"LC 214/2025 Art. 214, § 5º"
tax_110910001,Valores recebidos da administração pública tributados pelo regime de caixa,110910001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_111010001,Valores recebidos da administração pública tributados pelo regime de caixa,111010001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_111111101,"Prêmios de seguros, cosseguros, resseguros e retrocessão recebidos",111111101,"Classificar nesse código as rubricas contábeis representativas dos valores dos prêmios de seguros, cosseguros, resseguros e retrocessão recebidos de contribuintes do regime regular do IBS e da CBS.","LC 214/2025 Art. 223, I, a"
tax_111111102,Reversão de provisões ou reserva técnica retida pela entidade como receita,111111102,"Classificar nesse código as rubricas contábeis representativas dos valores de reversão de provisões, que foram deduzidas da base de cálculo quando de sua constituição, ou a reserva técnica retida pela entidade como receita própria.","LC 214/2025 Art. 223, § 3º"
tax_111111103,Valor recebido do exterior (não considerado exportação),111111103,"Classificar nesse código as rubricas contábeis representativas dos valores residuais recebidos, que sejam provenientes de residentes no exterior, mas que não sejam consideradas exportação de serviços, sendo, portanto, tributáveis para o IBS/CBS.","LC 214/2025 Art. 232, § 2º"
tax_111111401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,111111401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_111111402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,111111402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_111111501,Valores recebidos por atos cooperativos com opção à alíquota zero,111111501,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_111111621,Valor pago referente a restituições de prêmios,111111621,Classificar nesse código as rubricas contábeis representativas dos valores das restituições de prêmios pagas a segurados.,"LC 214/2025 Art. 223, II, b"
tax_111111622,Valor pago relativo a serviços de intermediação de seguros individualizável a cada prêmio emitido,111111622,"Classificar nesse código as rubricas contábeis representativas dos valores pagos pela intermediação de seguros, que seja individualizável a cada prêmio recebido e comprovados por meio de documento fiscal idôneo, emitido pelo intermediador (corretor de seguros).","LC 214/2025 Art. 223, II, c"
tax_111111623,Valor pago referente ao prêmio nas operações de cosseguro cedido,111111623,Classificar nesse código as rubricas contábeis representativas dos valores pagos relativos aos prêmios nas operações de cosseguro cedido.,"LC 214/2025 Art. 223, II, d"
tax_111111624,Parcela dos prêmios usada para provisões ou reservas técnicas referentes a seguro resgatável,111111624,"Classificar nesse código as rubricas contábeis representativas dos valores da parcela dos prêmios usada para provisões ou reservas técnicas, referente a seguro resgatável.","LC 214/2025 Art. 223, II, e"
tax_111111801,Despesas com indenizações pagas a segurados contribuintes do regime regular do IBS/CBS,111111801,Classificar nesse código as rubricas contábeis representativas dos valores de indenizações pagas a segurados contribuintes do regime regular do IBS e da CBS que não serão deduzidas da base de cálculo.,"LC 214/2025 Art. 223, II, a"
tax_111111802,Valor pago relativo a serviços de intermediação de seguros não individualizável a cada prêmio emitido,111111802,"Classificar nesse código as rubricas contábeis representativas dos valores pagos a corretores de seguros, mas que não sejam vinculados ao valor do prêmio. Por exemplo: Valores pagos por atingimento de metas de vendas de seguros. Nessa hipótese o contribuinte poderá se creditar do valor constante no documento fiscal.","Dec. 12955/2026 Art. 319, § 8º Art. 319, § 8º"
tax_111112101,"Prêmios de seguros, cosseguros, resseguros e retrocessão recebidos",111112101,"Classificar nesse código as rubricas contábeis representativas dos valores dos prêmios de prêmios de seguros, cosseguros, resseguros e retrocessão recebidos de contribuintes não optantes pelo regime regular do IBS e da CBS.","LC 214/2025 Art. 223, I, a"
tax_111112102,Valores de salvados recebidos,111112102,Classificar nesse código as rubricas contábeis representativas dos valores dos ressarcimentos recebidos em relação a sinistros efetivamente pagos aos clientes.,"LC 214/2025 Art. 223, II, a"
tax_111112103,Valores de ressarcimentos recebidos,111112103,Classificar nesse código as rubricas contábeis representativas dos valores dos ressarcimentos recebidos em relação a sinistros efetivamente pagos aos clientes.,"LC 214/2025 Art. 223, II, a"
tax_111112104,Reversão de provisões ou reserva técnica retida pela entidade como receita,111112104,"Classificar nesse código as rubricas contábeis representativas dos valores de reversão de provisões, que foram deduzidas da base de cálculo quando de sua constituição, ou a reserva técnica retida pela entidade como receita própria.","LC 214/2025 Art. 223, § 3º"
tax_111112105,Valor recebido do exterior (não considerado exportação),111112105,"Classificar nesse código as rubricas contábeis representativas dos valores residuais recebidos, que sejam provenientes de residentes no exterior, mas que não sejam consideradas exportação de serviços, sendo, portanto, tributáveis para o IBS/CBS.","LC 214/2025 Art. 232, § 2º"
tax_111112401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,111112401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_111112402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,111112402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_111112501,Exportação de serviços,111112501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_111112502,Valores recebidos por atos cooperativos com opção à alíquota zero,111112502,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_111112611,Indenizações pagas diretamente a segurados não contribuintes do regime regular do IBS/CBS,111112611,Classificar nesse código as rubricas contábeis representativas dos valores de indenizações pagas a segurados não contribuintes do regime regular do IBS e da CBS que poderão ser deduzidas da base de cálculo.,"LC 214/2025 Art. 223, II, a"
tax_111112612,Outras indenizações por meio do pagamento de bens ou serviços a segurados não contribuintes do regime regular do IBS/CBS,111112612,Classificar nesse código as rubricas contábeis representativas dos valores pagos por bens ou serviços para fins de indenizações a segurados não contribuintes do regime regular do IBS e da CBS que poderão ser deduzidas da base de cálculo e que sejam comprovadas por meio de documento fiscal idôneo. Exemplo: Pagamento de oficina mecânica para conserto de veículo objeto de sinistro.,"LC 214/2025 Art. 223, II, a"
tax_111112613,Valor pago referente a restituições de prêmios,111112613,Classificar nesse código as rubricas contábeis representativas dos valores das restituições de prêmios pagas a segurados.,"LC 214/2025 Art. 223, II, b"
tax_111112614,Valor pago relativo a serviços de intermediação de seguros,111112614,"Classificar nesse código as rubricas contábeis representativas dos valores pagos pela intermediação de seguros e comprovados por meio de documento fiscal idôneo, emitido pelo intermediador (corretor de seguros).","LC 214/2025 Art. 223, II, c"
tax_111112615,Valor pago referente ao prêmio nas operações de cosseguro cedido,111112615,Classificar nesse código as rubricas contábeis representativas dos valores pagos relativos aos prêmios nas operações de cosseguro cedido.,"LC 214/2025 Art. 223, II, d"
tax_111112616,Parcela dos prêmios usada para provisões ou reservas técnicas referentes a seguro resgatável,111112616,"Classificar nesse código as rubricas contábeis representativas dos valores da parcela dos prêmios usada para provisões ou reservas técnicas, referente a seguro resgatável.","LC 214/2025 Art. 223, II, e"
tax_111112701,Ativos garantidores vinculados a provisões técnicas,111112701,"Classificar nesse código as rubricas contábeis representativas dos ativos garantidores de provisões técnicas. Os valores tributaveis serão apurados no Evento D-1106 e para apuração da base de cálculo que sofrerá incidência tributária, será feita a proporcionalização do valor das receitas dos prêmios de seguros relativos a não contribuintes do regime regular, em relação ao total das receitas com prêmios de seguros, em atenção à disposição legal.","LC 214/2025 Art. 223, I, b"
tax_111121001,Prêmios recebidos de seguros de pessoas com cobertura por sobrevivência,111121001,Classificar nesse código as rubricas contábeis representativas dos prêmios dos seguros de pessoas com cobertura por sobrevivência.,"LC 214/2025 Art. 224, I, b"
tax_111121002,Encargo do fundo decorrente de estruturação e manutenção,111121002,Classificar nesse código as rubricas contábeis representativas dos valores recebidos relativos a encargo de fundo decorrentes de estruturação e manutenção.,"LC 214/2025 Art. 224, I, c"
tax_111121003,Reversão de provisões ou reserva técnica retida pela entidade como receita,111121003,"Classificar nesse código as rubricas contábeis representativas dos valores de reversão de provisões, que foram deduzidas da base de cálculo quando de sua constituição, ou a reserva técnica retida pela entidade como receita própria.","LC 214/2025 Art. 224, § 1º"
tax_111121004,Receitas financeiras sobre o excedente de ativos garantidores de reservas técnicas,111121004,"Classificar nesse código as rubricas contábeis representativas dos valores das receitas financeiras recebidas, que excederem o limite dos ativos garantidores de reservas técnicas.","LC 214/2025 Art. 224, § 3º, I"
tax_111121005,Valor recebido do exterior (não considerado exportação),111121005,"Classificar nesse código as rubricas contábeis representativas dos valores residuais recebidos, que sejam provenientes de residentes no exterior, mas que não sejam consideradas exportação de serviços, sendo, portanto, tributáveis para o IBS/CBS.","LC 214/2025 Art. 232, § 2º"
tax_111124001,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,111124001,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_111124002,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,111124002,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_111125001,Exportação de serviços,111125001,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_111125002,Valores recebidos por atos cooperativos com opção à alíquota zero,111125002,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_111125003,Demais rendimentos de aplicações financeiras,111125003,Classificar nesse código as rubricas contábeis representativas das demais receitas financeiras recebidas.,"LC 214/2025 Art. 224, § 4º"
tax_111126101,Parcela dos prêmios para constituição de provisões ou reservas técnicas,111126101,Classificar nesse código as rubricas contábeis representativas dos valores utilizados para constituição de provisões ou reservas técnicas.,"LC 214/2025 Art. 224, II, a"
tax_111126102,Valor pago referente a restituições de prêmios,111126102,Classificar nesse código as rubricas contábeis representativas dos valores pagos pela restituição de prêmios de seguros de pessoas com cobertura por sobrevivência.,"LC 214/2025 Art. 224, II, b"
tax_111126103,Valor pago relativo a serviços de intermediação de seguros individualizável a cada prêmio emitido,111126103,"Classificar nesse código as rubricas contábeis representativas dos valores pagos pela intermediação de seguros, que seja individualizável a cada prêmio recebido e comprovados por meio de documento fiscal idôneo, emitido pelo intermediador (corretor de seguros).","LC 214/2025 Art. 224, II, c"
tax_111126104,Valores de indenizações pagas por coberturas de risco em previdência complementar,111126104,"Classificar nesse código as rubricas contábeis representativas dos valores das indenizações pagas por cobertura de risco, correspondentes aos benefícios pagos em operações de previdência complementar.","LC 214/2025 Art. 224, II, d"
tax_111127001,Valores de indenizações pagas por coberturas de risco em seguros de pessoas com cobertura por sobrevivência,111127001,"Classificar nesse código as rubricas contábeis representativas dos valores das indenizações pagas por cobertura de risco, correspondentes aos benefícios pagos em operações de seguros de pessoas com cobertura por sobrevivência.",Ausência de previsão legal para dedução
tax_111127099,Outros valores não dedutíveis,111127099,,
tax_111135001,Valores recebidos de resseguro e retrocessão - Alíquota zero,111135001,Classificar nesse código as rubricas contábeis representativas dos valores recebidos em relação a resseguro e retrocesso sujeitos a alíquota zero.,"LC 214/2025 Art. 223, § 4º"
tax_111250001,Receitas com operações de previdência complementar fechada,111250001,Classificar nesse código todas as rubricas contábeis representativas das receitas das entidades de previdência complementar fechada que atendam ao disposto no usar os Códigos de Tributação relativos à Previdência Complementar Aberta.,"LC 214/2025 Art. 26, IX c/c § 9º Art. 14 do CTN. Em caso de não atendimento,"
tax_111270001,"Despesas vinculadas às operações da entidade de previdência complementar fechada, não vinculadas a documentos fiscais",111270001,Classificar nesse código todas as rubricas contábeis representativas das receitas das entidades de previdência complementar fechada. Em caso de não atendimento ao disposto no de Tributação relativos à Previdência Complementar Aberta.,"LC 214/2025 Art. 26, IX c/c § 9º Art. 14 do CTN, usar os Códigos"
tax_111270002,"Despesas vinculadas às operações da entidade de previdência complementar fechada, acobertadas por documentos fiscais idôneos",111270002,Classificar nesse código todas as rubricas contábeis representativas das despesas das entidades de previdência complementar fechada. Em caso de não atendimento ao disposto no Códigos de Tributação relativos à Previdência Complementar Aberta.,"LC 214/2025 Art. 26, IX c/c § 9º Art. 14 do CTN, usar os"
tax_111290001,Aquisições de bens e serviços,111290001,"Classificar nesse código as rubricas contábeis relativas a aquisições de bens e serviços, devidamente documentadas por documento fiscal idôneo, cujos valores de IBS/CBS não podem ser aproveitados, em razão da não incidência dos tributos nas operações das entidades de Previdência Complementar Fechada.",
tax_111310001,Arrecadação com os títulos de capitalização com identificação do subscritor,111310001,"Classificar nesse código as rubricas contábeis representativas dos valores arrecadados com os títulos de capitalização, que tenham sido comercializados de forma direta, com identificação do subscritor.","LC 214/2025 Art. 225, I, a"
tax_111310002,Arrecadação com os títulos de capitalização sem identificação do subscritor,111310002,"Classificar nesse código as rubricas contábeis representativas dos valores arrecadados com os títulos de capitalização, que tenham sido comercializados de forma presencial, por meio de pontos de vendas, sem identificação dos subscritores, nos termos do órgão regulador.","LC 214/2025 Art. 225, I, a"
tax_111310003,Receitas com prescrição e penalidades,111310003,Classificar nesse código as rubricas contábeis representativas dos valores das receitas auferidas com prescrição de títulos de capitalização vencidos e não resgatados ou penalidades aplicadas.,"LC 214/2025 Art. 225, I, b"
tax_111310004,Reversão de provisões ou reserva técnica retida pela entidade como receita,111310004,"Classificar nesse código as rubricas contábeis representativas dos valores de reversão de provisões, que foram deduzidas da base de cálculo quando de sua constituição, ou a reserva técnica retida pela entidade como receita própria.","LC 214/2025 Art. 225, § 1º"
tax_111310005,Receitas financeiras sobre o excedente de ativos garantidores de reservas técnicas,111310005,"Classificar nesse código as rubricas contábeis representativas dos valores das receitas financeiras recebidas, que excederem o limite dos ativos garantidores de reservas técnicas.","LC 214/2025 Art. 225, § 3º"
tax_111310006,Valor recebido do exterior (não considerado exportação),111310006,"Classificar nesse código as rubricas contábeis representativas dos valores residuais recebidos, que sejam provenientes de residentes no exterior, mas que não sejam consideradas exportação de serviços, sendo, portanto, tributáveis para o IBS/CBS.","LC 214/2025 Art. 232, § 2º"
tax_111340001,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,111340001,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_111340002,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,111340002,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_111350001,Exportação de serviços,111350001,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_111350002,Rendimentos de aplicações de recursos destinados ao pagamento de resgates de títulos e sorteios,111350002,Classificar nesse código as rubricas contábeis representativas das receitas financeiras recebidas auferidas sobre recursos destinados ao pagamento de resgastes de títulos e sorteios.,"LC 214/2025 Art. 225, § 2º"
tax_111350003,"Receitas financeiras sobre ativos garantidores de reservas técnicas, limitadas ao montante das provisões",111350003,"Classificar nesse código as rubricas contábeis representativas das receitas financeiras recebidas, que não excederem o limite dos ativos garantidores de reservas técnicas.","LC 214/2025 Art. 225, § 3º"
tax_111350004,Demais rendimentos de aplicações financeiras,111350004,Classificar nesse código as rubricas contábeis representativas das demais receitas financeiras recebidas.,"LC 214/2025 Art. 225, § 4º"
tax_111361001,"Parcela das contribuições para constituição de provisões ou reservas técnicas, inclusive sorteios a pagar",111361001,"Classificar nesse código as rubricas contábeis representativas dos valores utilizados para constituição de provisões ou reservas técnicas, inclusive as provisões de sorteios a pagar.","LC 214/2025 Art. 225, II, a"
tax_111361002,Valores pagos por cancelamento e restituições de títulos,111361002,Classificar nesse código as rubricas contábeis representativas dos valores pagos por cancelamentos ou restituições de títulos de capitalização.,"LC 214/2025 Art. 225, II, b"
tax_111361003,Valores pagos relativos a serviços de intermediação na venda de títulos de capitalização,111361003,"Classificar nesse código as rubricas contábeis representativas dos valores pagos pela intermediação na venda de títulos de capitalização, devidamente comprovados por meio de documento fiscal idôneo, emitido pelo intermediador.","LC 214/2025 Art. 225, II, c"
tax_111411001,Valores recebidos da administração pública tributados pelo regime de caixa,111411001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_111421001,Valores recebidos da administração pública tributados pelo regime de caixa,111421001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_111431001,Valores recebidos da administração pública tributados pelo regime de caixa,111431001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_111441001,Valores recebidos da administração pública tributados pelo regime de caixa,111441001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_111510001,Valores recebidos da administração pública tributados pelo regime de caixa,111510001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_111610001,Valores recebidos da administração pública tributados pelo regime de caixa,111610001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_112011001,Tarifas recebidas da administração pública tributadas pelo regime de caixa,112011001,"Classificar nesse código as rubricas contábeis representativas das tarifas bancárias recebidas da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_119915001,Base de cálculo negativa do IBS/CBS,119915001,Classificar nesse código as rubricas contábeis que registrarem a base de cálculo negativa do IBS/CBS a ser compensada em períodos posteriores.,LC 214/2025 Art. 301
tax_119915099,Outras contas do ativo circulante,119915099,"Classificar nesse código as demais rubricas contábeis do Ativo Circulante, não classificadas anteriormente.",
tax_119925099,Outras contas do ativo não circulante,119925099,Classificar nesse código outras contas do ativo não circulante.,
tax_219910099,Outras contas do passivo circulante,219910099,Classificar nesse código as rubricas contábeis do Passivo Circulante.,
tax_219920099,Outras contas do passivo não circulante,219920099,Classificar nesse código as rubricas contábeis do Passivo Não Circulante.,
tax_219930099,Outras contas do patrimônio líquido,219930099,Classificar nesse código as rubricas contábeis pertencentes ao grupo do Patrimônio Líquido.,
tax_311011101,Operações de crédito,311011101,"Classificar nesse código as rubricas contábeis representativas das receitas auferidas em operações de crédito. Incluir nesse código as tarifas e comissões que forem contabilizadas pelo método da TJEO – Taxa de Juros Efetiva da Operação, nos termos de regulamentação do","LC 214/2025 Art. 182, I"
tax_311011102,Operações de câmbio,311011102,"Classificar nesse código as rubricas contábeis representativas das receitas auferidas em operações de câmbio, incluindo tarifas cobradas nestas operações.","LC 214/2025 Art. 182, II"
tax_311011103,"Operações com aquisição, negociação e liquidação de TVM",311011103,"Classificar nesse código as rubricas contábeis representativas das receitas relativas à aquisição, negociação e liquidação, assim considerada a diferença entre o valor do ativo e o custo de aquisição nas alienações de títulos e valores mobiliários.","LC 214/2025 Art. 182, III"
tax_311011104,Receitas com títulos de dívida - Sem oferta pública,311011104,Classificar nesse código as rubricas contábeis representativas das receitas auferidas em operações com títulos de dívida sem oferta pública.,"LC 214/2025 Art. 195, caput"
tax_311011105,Recuperação de crédito baixado como prejuízo,311011105,Classificar nesse código as rubricas contábeis representativas das receitas auferidas com recuperação de créditos que tenham sido baixados como prejuízo.,LC 214/2025 Art. 186
tax_311011106,Estorno de encargos financeiros registrados no patrimônio líquido,311011106,Classificar nesse código as rubricas contábeis representativas das receitas auferidas relativas a estorno de encargos financeiros registrados no patrimônio líquido da entidade.,"LC 214/2025 Art. 192, § 3º"
tax_311011107,Excesso de rendimento em função de avaliação a valor justo,311011107,Classificar nesse código as rubricas contábeis representativas das receitas relativas a excesso de rendimentos auferidos em função de registro contábil de avaliação a valor justo.,"LC 214/2025 Art. 192, § 6º"
tax_311011108,Desconto condicional concedido,311011108,"Classificar nesse código as rubricas contábeis representativas dos descontos condicionais concedidos, assim entendidos aqueles que dependem de condição de relacionamento do cliente com a instituição para sua concessão.","LC 214/2025 Art. 12, § 1º, III"
tax_311011109,Receita oriunda do exterior (não considerada exportação),311011109,"Classificar nesse código as rubricas contábeis representativas das receitas com operações de crédito, câmbio ou com TVM, que sejam provenientes de residentes no exterior, mas que não sejam consideradas exportação de serviços, sendo, portanto, tributáveis para o IBS/CBS.","LC 214/2025 Art. 232, § 2º"
tax_311011110,Ajuste para recomposição da receita (custos e despesas TJEO),311011110,"Classificar nesse código as rubricas contábeis representativas dos Res. CMN custos e despesas vinculados a operações de crédito, que forem 4966/2023 registrados contabilmente como dedução das receitas, em obediência às regras instituídas pelo Banco Central do Brasil, para registro com base na TJEO – Taxa de Juros Efetiva da Operação.",Art. 15
tax_311011111,Receitas com derivativos contratados,311011111,Classificar nesse código as rubricas contábeis representativas das receitas com derivativos contratados.,"LC 214/2025 Art. 192, § 7º"
tax_311011112,Tarifas e comissões acessórias,311011112,"Classificar nesse código as rubricas contábeis representativas das receitas auferidas com tarifas e comissões consideradas acessórias à operação principal de crédito, câmbio ou TVM. Incluir nesse código as tarifas que tenham sido contabilizadas de forma segregada, nos termos de regulamentação específica do Banco Central do Brasil. Por exemplo, tarifa de avaliação de crédito, embora seja considerada acessória à operação de crédito, tenha sido contabilizada no grupo de 717 – Receita de Serviços do COSIF.","LC 214/2025 Art. 7º, II"
tax_311011201,Títulos de dívida objeto de oferta pública,311011201,Classificar nesse código as rubricas contábeis representativas das receitas auferidas com títulos de dívida objeto de oferta pública na forma regulamentada pela CVM.,"LC 214/2025 Art. 195, § 1º"
tax_311011202,Títulos de dívida objeto de oferta pública - Fundo de investimento exclusivo,311011202,"Classificar nesse código as rubricas contábeis representativas das receitas auferidas com títulos de dívida objeto de oferta pública detidos por meio de fundo de investimento exclusivo, cuja carteira seja composta por, no mínimo, 95% (noventa e cinco por cento) desses títulos.","LC 214/2025 Art. 195, § 2º"
tax_311011601,Receitas tributáveis pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,311011601,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_311011602,Receitas tributáveis pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,311011602,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_311011701,Serviços prestados à administração pública tributados pelo regime de caixa,311011701,"Classificar nesse código as rubricas contábeis representativas das receitas auferidas, praticadas com a administração pública direta, autárquica ou fundacional, cuja tributação se dará no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
