"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id"
cep_65086520,"l10n_br_base.br_ma","65086520","Alto Esperança","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65087130,"l10n_br_base.br_ma","65087130","Clodomar","Vila","Itaqui","l10n_br_base.city_635"
cep_65095160,"l10n_br_base.br_ma","65095160","Funil","Rua","Tibiri","l10n_br_base.city_635"
cep_65095165,"l10n_br_base.br_ma","65095165","Funil","Vila","Tibiri","l10n_br_base.city_635"
cep_65095170,"l10n_br_base.br_ma","65095170","da Igreja","Praça","Ribeira","l10n_br_base.city_635"
cep_65095180,"l10n_br_base.br_ma","65095180","Luís Rocha Porto","Rua","Vila Esperança","l10n_br_base.city_635"
cep_65095190,"l10n_br_base.br_ma","65095190","Marco Olímpio","Rua","Tibiri","l10n_br_base.city_635"
cep_65095200,"l10n_br_base.br_ma","65095200","do Matadouro","Rua","Tibiri","l10n_br_base.city_635"
cep_65095210,"l10n_br_base.br_ma","65095210","do Mercado","Rua","Tibiri","l10n_br_base.city_635"
cep_65095220,"l10n_br_base.br_ma","65095220","Nossa Senhora de Fátima","Rua","Tibiri","l10n_br_base.city_635"
cep_65095230,"l10n_br_base.br_ma","65095230","Nova","Rua","Tibirizinho","l10n_br_base.city_635"
cep_65095240,"l10n_br_base.br_ma","65095240","Nova do Colégio Agrícola","Estrada","Ribeira","l10n_br_base.city_635"
cep_65085440,"l10n_br_base.br_ma","65085440","João Castelo","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65095130,"l10n_br_base.br_ma","65095130","Evandro Bessa","Rua","Tibiri","l10n_br_base.city_635"

cep_65095120,"l10n_br_base.br_ma","65095120","Dois de Maio","Rua","Tibiri","l10n_br_base.city_635"
cep_65063570,"l10n_br_base.br_ma","65063570","Belo Horizonte","Rua","Angelim","l10n_br_base.city_635"
cep_65086210,"l10n_br_base.br_ma","65086210","São Benedito","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65086230,"l10n_br_base.br_ma","65086230","Voluntários da Pátria","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65086250,"l10n_br_base.br_ma","65086250","do Grêmio","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65086260,"l10n_br_base.br_ma","65086260","da Quadra 69","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65086270,"l10n_br_base.br_ma","65086270","da CVRD","Vila","Anjo da Guarda","l10n_br_base.city_635"
cep_65086280,"l10n_br_base.br_ma","65086280","São José","Alto","Anjo da Guarda","l10n_br_base.city_635"
cep_65086300,"l10n_br_base.br_ma","65086300","Um","Avenida","Alto Esperança","l10n_br_base.city_635"
cep_65086310,"l10n_br_base.br_ma","65086310","da Olaria","Estrada","Sá Viana","l10n_br_base.city_635"
cep_65086320,"l10n_br_base.br_ma","65086320","Estaleiro","Estrada","Itaqui","l10n_br_base.city_635"
cep_65086330,"l10n_br_base.br_ma","65086330","Tamancão","Estrada","Anjo da Guarda","l10n_br_base.city_635"
cep_65095260,"l10n_br_base.br_ma","65095260","Primeiro de Abril","Rua","Tibiri","l10n_br_base.city_635"
cep_65085470,"l10n_br_base.br_ma","65085470","José Sarney","Avenida","Vila Nova","l10n_br_base.city_635"
cep_65085500,"l10n_br_base.br_ma","65085500","do Machado","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65085650,"l10n_br_base.br_ma","65085650","São Francisco","Rua","Vila Nova","l10n_br_base.city_635"
cep_65085530,"l10n_br_base.br_ma","65085530","Nossa Senhora de Fátima","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085541,"l10n_br_base.br_ma","65085541","Bonfim","Vila","Anjo da Guarda","l10n_br_base.city_635"
cep_65085560,"l10n_br_base.br_ma","65085560","do Paraíso","Alto","Itaqui","l10n_br_base.city_635"
cep_65085570,"l10n_br_base.br_ma","65085570","Pepiranga","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085581,"l10n_br_base.br_ma","65085581","dos Portugueses","Avenida","Anjo da Guarda","l10n_br_base.city_635"
cep_65085582,"l10n_br_base.br_ma","65085582","dos Portugueses","Avenida","Itaqui","l10n_br_base.city_635"
cep_65085600,"l10n_br_base.br_ma","65085600","da Religião","Quadra","Anjo da Guarda","l10n_br_base.city_635"
cep_65085610,"l10n_br_base.br_ma","65085610","Santa Ana","Rua","Itaqui","l10n_br_base.city_635"
cep_65085620,"l10n_br_base.br_ma","65085620","Santa Maria","Rua","Itaqui","l10n_br_base.city_635"
cep_65095140,"l10n_br_base.br_ma","65095140","da Fábrica","Rua","Tibiri","l10n_br_base.city_635"
cep_65086200,"l10n_br_base.br_ma","65086200","do Grêmio","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65087140,"l10n_br_base.br_ma","65087140","Serveng","Vila","Itaqui","l10n_br_base.city_635"
cep_65095150,"l10n_br_base.br_ma","65095150","Felicidade","Rua","Tibiri","l10n_br_base.city_635"
cep_65086180,"l10n_br_base.br_ma","65086180","Fumacê","Vila","Anjo da Guarda","l10n_br_base.city_635"
cep_65095010,"l10n_br_base.br_ma","65095010","Boa Esperança","Rua","Ribeira","l10n_br_base.city_635"
cep_65095020,"l10n_br_base.br_ma","65095020","Bom Jesus","Rua","Tibiri","l10n_br_base.city_635"
cep_65095030,"l10n_br_base.br_ma","65095030","Bomba","Rua","Tibiri","l10n_br_base.city_635"
cep_65095060,"l10n_br_base.br_ma","65095060","Camilo Soares","Rua","Tibiri","l10n_br_base.city_635"
cep_65095080,"l10n_br_base.br_ma","65095080","do Campo","Rua","Tibiri","l10n_br_base.city_635"
cep_65095090,"l10n_br_base.br_ma","65095090","do Campo","Rua","Tibirizinho","l10n_br_base.city_635"
cep_65095095,"l10n_br_base.br_ma","65095095","do Porto","Rua","Tibirizinho","l10n_br_base.city_635"
cep_65095100,"l10n_br_base.br_ma","65095100","Celso Ribeiro","Rua","Tibiri","l10n_br_base.city_635"
cep_65095110,"l10n_br_base.br_ma","65095110","Deputado João Alberto","Travessa","Tibiri","l10n_br_base.city_635"
cep_65057280,"l10n_br_base.br_ma","65057280","da Paz","Rua","João de Deus","l10n_br_base.city_635"
cep_65085630,"l10n_br_base.br_ma","65085630","São Benedito","Rua","Itaqui","l10n_br_base.city_635"
cep_65057150,"l10n_br_base.br_ma","65057150","Humberto de Campos","Rua","João de Deus","l10n_br_base.city_635"
cep_65057010,"l10n_br_base.br_ma","65057010","Bayma Júnior","Rua","João de Deus","l10n_br_base.city_635"
cep_65057020,"l10n_br_base.br_ma","65057020","Boa Esperança","Rua","João de Deus","l10n_br_base.city_635"
cep_65056060,"l10n_br_base.br_ma","65056060","Haroldo Paiva","Rua","São Bernardo","l10n_br_base.city_635"
cep_65057040,"l10n_br_base.br_ma","65057040","Bom Jesus","Travessa","João de Deus","l10n_br_base.city_635"
